The end of the first half, however, brought what the standing-room-only crowd seemed to be waiting for: the pop singer Judy Collins, who appears on "Inner Voices	Glamorous and pure-voiced as ever, Ms. Collins sang Joni Mitchell's "For Free" -- about an encounter with a street-corner clarinetist, to which Mr. Stoltzman contributed a clarinet obligatto -- and Mr. Douglas's lush setting of a Gaelic blessing, "Deep Peace	Restatement
The end of the first half, however, brought what the standing-room-only crowd seemed to be waiting for: the pop singer Judy Collins, who appears on "Inner Voices." Glamorous and pure-voiced as ever, Ms. Collins sang Joni Mitchell's "For Free" -- about an encounter with a street-corner clarinetist, to which Mr. Stoltzman contributed a clarinet obligatto -- and Mr. Douglas's lush setting of a Gaelic blessing, "Deep Peace." "Deep Peace" also featured a slide show of lovely but predictable images of clouds, beaches, deserts, sunsets, etc	It was all too mellow to be believed, but they probably would have gotten away with it, had they not felt compelled to add Ms. Collins's signature tune, "Amazing Grace," and ask for audience participation	Restatement
It was all too mellow to be believed, but they probably would have gotten away with it, had they not felt compelled to add Ms. Collins's signature tune, "Amazing Grace," and ask for audience participation	That went over the permissible line for warm and fuzzy feelings	Cause
Was this why some of the audience departed before or during the second half?
Or was it because Ms. Collins had gone	Either way it was a pity	Conjunction
Mr. Stoltzman must have worried that his audience might not be able to take it	He warned us in advance that "New York Counterpoint" lasts 11 1/2 minutes	Cause
He also unfortunately illustrated this intricate, jazzy tapestry with Mr. Pearson's images, this time of geometric or repeating objects, in a kitschy mirroring of the musical structure that was thoroughly distracting from Mr. Reich's piece and Mr. Stoltzman's elegant execution of it	The rest of the concert was more straight jazz and mellow sounds written by Charlie Parker, Ornette Coleman, Bill Douglas and Eddie Gomez, with pictures for the Douglas pieces	Asynchronous
The rest of the concert was more straight jazz and mellow sounds written by Charlie Parker, Ornette Coleman, Bill Douglas and Eddie Gomez, with pictures for the Douglas pieces	It was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable	Restatement
Is this the future of chamber music	but can audiences really enjoy them only if the music is purged of threatening elements, served up in bite-sized morsels and accompanied by visuals	Restatement
but can audiences really enjoy them only if the music is purged of threatening elements, served up in bite-sized morsels and accompanied by visuals	What's next	Conjunction
What's next	Slides to illustrate Shostakovich quartets	Instantiation
when its anti-Western ideology, financial corruption and top leadership got out of hand	The personal antics of agency Director Amadou-Mahtar M'Bow drew much attention, such as when several of his top aides were uncovered as KGB plants and ejected from France and when a mysterious office fire was set just before Congress sent accountants to trace U.S. funds	Restatement
but even his replacement, the more personally genial Spanish biochemist Federico Mayor, has had little success at achieving reforms	Several ridiculous projects continue, including the "New International Economic Order," which means redistributionism from the West to pay for everyone else's statism	Cause
which means redistributionism from the West to pay for everyone else's statism	The Orwellian "New World Information Order" would give government officials rights against the press; journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of "wrong" ideas	Contrast
The Orwellian "New World Information Order" would give government officials rights against the press	journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of "wrong" ideas	Cause
UNESCO somehow converted the founding U.N. ideals of individual rights and liberty into "peoples' rights	Million-dollar conferences were held to chew on subjects such as "ethical responsibilities of scientists in support of disarmament" and "the impact of the activities of transnational corporations	Instantiation
that even the Soviets now wonder about an agency that seemed so congenial to them	but Soviet Foreign Minister Eduard Shevardnadze last year admitted, "The exaggerated ideological approach undermined tolerance intrinsic to UNESCO	Instantiation
UNESCO is now holding its biennial meetings in Paris to devise its next projects	Mr. Mayor's hope that references to "press freedom" would survive unamended seems doomed to failure	Restatement
Mr. Mayor's hope that references to "press freedom" would survive unamended seems doomed to failure	the current phrasing is "educating the public and media to avoid manipulation	Cause
Mr. Mayor's hope that references to "press freedom" would survive unamended seems doomed to failure; the current phrasing is "educating the public and media to avoid manipulation	He hasn't been able to replace the M'Bow cabal	Restatement
He hasn't been able to replace the M'Bow cabal	Soviets remain in charge of education programs, a former head of an African military tribunal for executions is in charge of culture, and a hard-line Polish communist in exile directs the human-rights and peace division	Cause
Soviets remain in charge of education programs, a former head of an African military tribunal for executions is in charge of culture, and a hard-line Polish communist in exile directs the human-rights and peace division	Of the agency's 2,750 staff members, 230 are in the field working on actual projects, such as literacy and oceanographic research	Conjunction
The position of the United States, which once contributed 25% of the budget, is that nothing has changed	John Bolton, the assistant secretary of state for international organizations, told Congress that the continuing "statist, restrictive, nondemocratic" programs make rejoining any time soon "extremely unlikely	Restatement
The position of the United States, which once contributed 25% of the budget, is that nothing has changed.
John Bolton, the assistant secretary of state for international organizations, told Congress that the continuing "statist, restrictive, nondemocratic" programs make rejoining any time soon "extremely unlikely	This hasn't much bothered the UNESCO delegates	Concession
This is that the Reagan Revolution spanning Eastern Europe and Tiananmen Square shows the power of ideas unencumbered by international civil servants or government functionaries	Free markets, free minds and free elections have an appeal that seems to get muddled only when delivered through U.N. organizations -- which of course are made up largely of governments that fear these principles at home	Restatement
The Babelists of the United Nations are experts at obfuscation	This can have its purposes at times, but there's no reason to cloud the importance and allure of Western concepts of freedom and justice	Concession
This can have its purposes at times, but there's no reason to cloud the importance and allure of Western concepts of freedom and justice	We can see plenty of reasons to stay out, and none to rejoin UNESCO	Cause
That's because the male part, the tassel, and the female, the ear, are some distance apart on the corn plant	In a labor-intensive process, the seed companies cut off the tassels of each plant, making it male sterile.
They sow a row of male-fertile plants nearby, which then pollinate the male-sterile plants	Cause
In a labor-intensive process, the seed companies cut off the tassels of each plant, making it male sterile	They sow a row of male-fertile plants nearby	Asynchronous
The first hybrid corn seeds produced using this mechanical approach were introduced in the 1930s and they yielded as much as 20% more corn than naturally pollinated plants	The vast majority of the U.S. corn crop now is grown from hybrid seeds produced by seed companies	Conjunction
A similar technique is almost impossible to apply to other crops, such as cotton, soybeans and rice	The male part, the anthers of the plant, and the female, the pistils, of the same plant are within a fraction of an inch or even attached to each other.
The anthers in these plants are difficult to clip off	Cause
The male part, the anthers of the plant, and the female, the pistils, of the same plant are within a fraction of an inch or even attached to each other	The anthers in these plants are difficult to clip off	Cause
A similar technique is almost impossible to apply to other crops, such as cotton, soybeans and rice.
The male part, the anthers of the plant, and the female, the pistils, of the same plant are within a fraction of an inch or even attached to each other.
The anthers in these plants are difficult to clip off	In China, a great number of workers are engaged in pulling out the male organs of rice plants using tweezers, and one-third of rice produced in that country is grown from hybrid seeds	Concession
In China, a great number of workers are engaged in pulling out the male organs of rice plants using tweezers, and one-third of rice produced in that country is grown from hybrid seeds	At Plant Genetic Systems, researchers have isolated a pollen-inhibiting gene that can be inserted in a plant to confer male sterility	Contrast
The researchers also pulled off a second genetic engineering trick in order to get male-sterile plants in large enough numbers to produce a commercial hybrid seed crop	They attached a second gene, for herbicide resistance, to the pollen-inhibiting gene.
Both genes are then inserted into a few greenhouse plants, which are then pollinated and allowed to mature and produce seed. 
The laws of heredity dictate that half of the plants springing from these greenhouse-produced seeds will be male sterile and herbicide resistant and half will be male fertile and herbicide susceptible.
The application of herbicide would kill off the male-fertile plants, leaving a large field of male-sterile plants that can be cross-pollinated to produce hybrid seed	Restatement
The laws of heredity dictate that half of the plants springing from these greenhouse-produced seeds will be male sterile and herbicide resistant and half will be male fertile and herbicide susceptible	The application of herbicide would kill off the male-fertile plants, leaving a large field of male-sterile plants that can be cross-pollinated to produce hybrid seed	Cause
In recent years, demand for hybrid seeds has spurred research at a number of chemical and biotechnology companies, including Monsanto Co., Shell Oil Co. and Eli Lilly & Co	One technique developed by some of these companies involves a chemical spray supposed to kill only a plant's pollen	Instantiation
Plant Genetic's approach "interesting" and "novel," and "complementary rather than competitive	Robert Erwin, president of Biosource, called	Cause
Plant Genetic's success in creating genetically engineered male steriles doesn't automatically mean it would be simple to create hybrids in all crops.
That's because pollination, while easy in corn because the carrier is wind, is more complex and involves insects as carriers in crops such as cotton	Mr. Robinson of Delta & Pine, the seed producer in Scott, Miss., said	Restatement
The clash is a sign of a new toughness and divisiveness in Japan's once-cozy financial circles	Not only are Japan's financial institutions putting their enormous clout to work	Restatement
Not only are Japan's financial institutions putting their enormous clout to work	increasingly they're squaring off against one another in unprecedented public fashion	Conjunction
What triggered the latest clash was a skirmish over the timing of a New Zealand government bond issue	Nomura was attempting to organize the 50 billion-yen ($352 million) borrowing in Japan at a time when many Japanese banks, led by Industrial Bank of Japan, were pressuring the Wellington government to help them recover loans made to a defunct investment bank that had been owned by New Zealand's civil-service pension fund.
Unwilling to put up new money for New Zealand until those debts are repaid, most banks refused even to play administrative roles in the new financing, forcing an embarrassed Nomura to postpone it this week	Restatement
at a time when many Japanese banks, led by Industrial Bank of Japan, were pressuring the Wellington government to help them recover loans made to a defunct investment bank that had been owned by New Zealand's civil-service pension fund	Nomura was attempting to organize the 50 billion-yen ($352 million) borrowing in Japan	Concession
With Japan's cash-flush banks aligned against it, though, raising money may be difficult	Not only can they block Wellington from raising money in Japan but as the largest underwriters in the Eurobond market, they might be able to scuttle borrowings there, too	Cause
New Zealand's finance minister, David Caygill, lashed out at such suggestions	He told reporters in Wellington Tuesday that the government hadn't guaranteed the loans to DFC New Zealand Ltd., an investment bank 80%-owned by the National Provident Fund, and wouldn't bail it out. 
"It may very well be what the Japanese banks want," he told Radio New Zealand. "I think it would be irresponsible and I am not about to be blackmailed by Japanese banks or any other international interests	Restatement
It may very well be what the Japanese banks want	I think it would be irresponsible and I am not about to be blackmailed by Japanese banks or any other international interests	Contrast
No less significant than the Japanese banks' attempt to cut off funds to pressure a foreign government are the implications of a confrontation between Japan securities and banking industries	Anxiety is rising over recent government proposals to eventually lower the strict barriers that now separate -- and protect -- the two industries from each other	Restatement
Both sides are jealously guarding their turf, and relations have been at a flashpoint for months	The banks badly want to break into all aspects of the securities business.
Meanwhile, the securities companies -- most of them smaller than the banks -- are seeking access only to limited kinds of banking that wouldn't open them to the full brunt of competition from the banks	Cause
In the past year, both have tried to stretch the limits of their businesses	Nomura started a credit-card venture with American Express Co. that allowed cardholders to use their Nomura securities accounts like a bank account, attracting the wrath of banks.
And Industrial Bank of Japan started up a London securities subsidiary that sells Japanese stocks to non-Japanese institutions overseas, a move that stirred the anger of the stock brokerage firms	Restatement
Nomura started a credit-card venture with American Express Co. that allowed cardholders to use their Nomura securities accounts like a bank account, attracting the wrath of banks.
And Industrial Bank of Japan started up a London securities subsidiary that sells Japanese stocks to non-Japanese institutions overseas, a move that stirred the anger of the stock brokerage firms	The New Zealand bond issue simply has brought the two institutions face-to-face	Cause
ITEL CORP. reported third-quarter earnings, which were mistakenly shown in the Quarterly Earnings Surprises table in yesterday's edition to be lower than the average of analysts' estimates	On a pretax basis, Itel's third-quarter earnings of 30 cents a share were actually 7.14% higher than the average of estimates	Contrast
He will be in charge of research, equity sales and trading, and the syndicate operation of Rothschild	Mr. Conlon was executive vice president and director of the equity division of the international division of Nikko Securities Co	Asynchronous
Crouched at shortstop, Bert Campaneris, once Oakland's master thief, effortlessly scoops up a groundball and flips it to second	In the outfield, Paul Blair, the Orioles' eight-time Gold Glove winner, elegantly shags a fly	Conjunction
Crouched at shortstop, Bert Campaneris, once Oakland's master thief, effortlessly scoops up a groundball and flips it to second.
In the outfield, Paul Blair, the Orioles' eight-time Gold Glove winner, elegantly shags a fly	On the mound, former Red Sox great Luis Tiant, the wily master of 1,001 moves, throws an off-speed strike	Conjunction
But for the next few months, these boys of summers long past are going to be reveling in an Indian summer of the soul	Now that the baseball season is officially over, you see, it's time for a new season to begin	Cause
Today is the debut of the Senior Professional Baseball Association, a new eight-team pro sports circuit, modeled after the highly successful senior tennis and golf tours and complete with good salaries, a cable television contract and even expansion plans	One hundred and ninety two former greats, near greats, hardly knowns and unknowns begin a 72-game, three-month season in spring-training stadiums up and down Florida	Restatement
One hundred and ninety two former greats, near greats, hardly knowns and unknowns begin a 72-game, three-month season in spring-training stadiums up and down Florida	For everyone involved, it's one more swig of that elixir of youth, baseball	Conjunction
Someone always makes you quit	You feel you want one more -- one more at-bat, one more hit, one more game	Contrast
And not just for the players	It's one more for the baseball-loving lawyers, accountants and real estate developers who ponied up about $1 million each for the chance to be an owner, to step into the shoes of a Gene Autry or have a beer with Rollie Fingers	Conjunction
Early in the morning Mr. Sider, an estate lawyer, pores over last wills and testaments	Midmorning, he dons an orange-and-blue uniform and, for fun, may field a bunt from Dave Kingman	Contrast
It's one more, too, for the fans who dream of a season that never ends	I feel like a little kid," says a gleeful Alex de Castro, a car salesman, who has stopped by a workout of the Suns to slip six Campaneris cards to the Great Man Himself to be autographed	Instantiation
he had the idea last January while lying on a beach in Australia	who says	Asynchronous
For some players, the lure is money -- up to $15,000 a month	Others, just released from the majors, hope the senior league will be their bridge back into the big-time	Contrast
My fastball is good	Real good	Restatement
that when he left baseball in 1978, he "never looked back	For a long time, he ignored baseball altogether, even the sports pages	Restatement
he'd play for free	Now Mr. Broberg, a lawyer, claims	Cause
He gave up seven hits, walked five and didn't get a decision	Arm troubles forced him back to the minors the next year	Asynchronous
There's a satisfaction in going against the rules	offers Will McEnaney, once a stopper with Cincinnati's Big Red Machine	Restatement
I personally don't enjoy seeing players who I remember vividly from their playing days running about and being gallant about their deficiencies	people should be allowed to remember players as they were	Restatement
But the ballplayers disagree	Most are trim	Instantiation
Most are trim	Some have been training for months	Conjunction
Some have been training for months	others only recently left active status	Contrast
others only recently left active status	No one has worked out the players' average age, but most appear to be in their late 30s	Restatement
And there's pride	I'm not going to look stupid," vows former Pittsburgh Pirate second baseman Rennie Stennett	Instantiation
It's going to be a tough league	There will be a lot of malice	Cause
There will be a lot of malice	promises the 47-year-old Mr. Campaneris	Cause
So he adjusts	He no longer crowds the plate	Instantiation
He no longer crowds the plate	He's not thinking about home runs anymore, just base hits	List
And don't expect many complete games by pitchers -- perhaps three out of 288	laughs Mr. Fingers, the former Oakland reliever	Alternative
Expect "tricky" stuff from pitchers	says Mr. Weaver, the manager	List
Expect brushbacks but no beanballs	says Mr. McEnaney	List
Even expect stolen bases	says the wiry and fit Mr. Campaneris	Cause
And expect slower fastballs	I'm not so young anymore," concedes the cigar-chomping, 48-year-old Mr. Tiant	Cause
I'm not so young anymore	I won't be throwing 90 mph	Cause
the fastball he brought into the majors in 1955 has become a slowball	he admits	Restatement
But he isn't worried	He will compensate with the guile learned from his years in the majors	Cause
He will compensate with the guile learned from his years in the majors	He has good control	List
He has good control	He will keep the ball down, move it around	Cause
it received two contracts totaling $19 million to build gas-turbine generators	The separate contracts were from Paragould Light & Water Commission, a utility in Paragould, Ark., and PSE Inc., a cogeneration-plant operator in Houston	Restatement
These rate indications aren't directly comparable	lending practices vary widely by location	Cause
service-industry output in August rose 0.4% from July	Statistics Canada said	Contrast
it has been "unfairly associated" with other banks in New England that have had major loan losses in recent quarters	The holding company said	Cause
Seats currently are quoted at $400,000 bid, $425,000 asked	The record price for a full membership on the exchange is $550,000, set March 9	Contrast
Mr. Ridley's decision fires the starting pistol for perhaps a costly contest between the world's auto giants for Britain's leading luxury-car maker	Both General Motors Corp. and Ford Motor Co. have been trying to amass 15% stakes in Jaguar	Cause
Both General Motors Corp. and Ford Motor Co. have been trying to amass 15% stakes in Jaguar	Ford, which already has an unwelcome 13.2% holding, is prepared to bid for the entire company and had lobbied the government to lift the takeover restrictions early	Instantiation
Ford is prepared to bid for the entire company and had lobbied the government to lift the takeover restrictions early	GM has been negotiating a friendly transaction with Jaguar that likely would involve joint ventures and an eventual stake of just under 30%	Contrast
But the government's action may scuttle the GM minority deal by forcing it to fight for all of Jaguar	they (GM) will let Ford have a free run	Cause
they (GM) will let Ford have a free run	I can't believe	Cause
Many investors certainly believe a bidding war is imminent	Jaguar shares skyrocketed yesterday after Mr. Ridley's announcement, following their temporary suspension on London's Stock Exchange	Cause
Jaguar shares skyrocketed yesterday after Mr. Ridley's announcement	In late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares	Restatement
In late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares	In the U.S. over-the-counter market, Jaguar shares trading as American Depositary Receipts closed at $13.625, up $1.75	Contrast
Speculation about a takeover fight has sent Jaguar shares soaring in the past six weeks	The share price was languishing at about 400 pence before Ford's Sept. 19 announcement of its interest in a minority stake	Restatement
An aggressive Ford bid for Jaguar would put pressure on GM to make a better offer as the British company's "white knight	Such a countermove could end Jaguar's hopes for remaining independent and British-owned	Contrast
But it isn't clear how long GM would be willing to fight Ford for Jaguar	Because of their longstanding rivalry, GM just "wants to make sure Ford pays a huge packet for (Jaguar	Cause
that Ford now may be able to shut out General Motors	People close to the GM-Jaguar talks agreed	Restatement
or there only may be one player in town	one person said	Cause
In a statement, Jaguar's board said they "were not consulted about the (Ridley decision) in advance and were surprised at the action taken	The statement emphasized that holders representing 75% of the shares voting at a special shareholders' meeting must agree to lift the takeover restrictions	Conjunction
that Ford is in the best position to benefit from the large number of Jaguar shares that have moved over the past month into the hands of arbitragers waiting for the highest takeover bid	U.S. auto analysts also noted	Conjunction
its plans for Jaguar would be more valuable in the long run than the initial windfalls investors might reap from a hostile Ford bid	In a prepared statement, GM suggested	Cause
Indeed, the government is taking a calculated risk	Mr. Ridley's announcement set off a howl of protests from members of the opposition Labor Party, who accused the Thatcher administration of backing down on promised protection for a privatized company	Cause
The Conservative government's decision may reflect its desire to shed a politically sensitive issue well before the next election, expected in late 1991	It's now a very good time politically to get this over and done with	Restatement
It's now a very good time politically to get this over and done with	observed Daniel Jones, professor of motor industry management at the University of Cardiff in Wales	Cause
At the same time, the government didn't want to appear to favor GM by allowing a minority stake that might preclude a full bid by Ford	Mr. Ridley hinted at this motive in answering questions from members of Parliament after his announcement	Restatement
Mr. Ridley hinted at this motive in answering questions from members of Parliament after his announcement	He said he was giving up the golden share "to clear the way so the playing field is level between all contestants	Restatement
Erwin Tomash, the 67-year-old founder of this maker of data communications products and a former chairman and chief executive, resigned as a director	Dataproducts is fighting a hostile tender offer by DPC Acquisition Partners, a group led by New York-based Crescott Investments Associates.
Under the circumstances, Dataproducts said, Mr. Tomash said he was unable to devote the time required because of other commitments	Cause
In Tokyo, the Nikkei index of 225 selected issues was up 132.00 points to 35549.44	The index fell 109.85 Monday	Contrast
The topic that attracted participants' attention was Mitsubishi Estate's purchase of 51% of Rockefeller Center Properties, announced late Monday in New York	Mitsubishi Estate ended the day at 2680, up 150	Cause
The gains also sparked buying interest in other real-estate companies	traders said	Instantiation
Sumitomo Realty & Development rose 40 to 2170	Heiwa Real Estate gained 40 to 2210	List
Investor focus shifted quickly	traders said	Cause
that for the week ended Friday, the balance of margin buying rose 189.8 billion yen ($1.34 billion), to 7.160 trillion yen ($50.46 billion	In other stock-market news, the Tokyo Stock Exchange said	Contrast
Volume has been appalling	The market was dragged up by the scruff of its neck by Wall Street and by market makers getting caught short	Restatement
The market was dragged up by the scruff of its neck by Wall Street and by market makers getting caught short	No one wants stock on their books	Concession
At the close, the narrower 30-share index was up 19.7 points to 1721.4	Volume totaled a modest 334.5 million shares, up from 257.8 million shares Monday	Conjunction
that Jaguar shares were being temporarily suspended at 746 pence ($11.80) each	on news	Cause
But although the golden share has been waived, a hostile bidder for Jaguar would still have to alter the British concern's articles of association which ban shareholdings of more than 15%	Jaguar shares closed at 869 pence, up 122 pence, on hefty turnover of 9.7 million shares	Synchrony
Elsewhere, share prices closed higher in Amsterdam, Brussels, Milan and Paris	Prices were mixed in Zurich and lower in Stockholm	Conjunction
Stocks closed higher in Hong Kong, Manila, Singapore, Sydney and Wellington, but were lower in Seoul	Taipei was closed for a holiday	Conjunction
An official linked the gain essentially to higher prices for beef and pork	summer drought problems that had hit several southern agricultural regions had stopped being a major source of price pressure in September	Cause
The index is intended to measure future economic performance	A figure above 50 indicates the economy is likely to expand	Restatement
A figure above 50 indicates the economy is likely to expand	one below 50 indicates a contraction may be ahead	Contrast
Thomas A. Donovan, 37 years old, formerly vice president, West Coast operations, at this hazardous-waste-site remediation concern, was named executive vice president and chief operating officer, both newly created posts, and a director, filling a vacancy	it anticipates naming Mr. Donovan to succeed Richard F. Brissette, 55, as president and chief executive officer, effective March 1	Conjunction
The average yield on a six-month CD of $50,000 or less was 7.90%, compared with 7.94% a week earlier	The average one-year savings-type CD was down to 7.99% from 8.01%, according to Banxquote Money Markets, a New York information service that tracks CD yields	Conjunction
This week was uneventful for the CD market	The major banks haven't even reacted to sharp rises in the three-month Treasury bill rates" in the past two weeks	Cause
The major banks haven't even reacted to sharp rises in the three-month Treasury bill rates" in the past two weeks	said Norberto Mehl, chairman of Banxquote	Cause
The CD trend runs counter to the direction of short-term interest rates at the Treasury bill auction Monday	The average six-month bill was sold with a yield of 8.04%, up from 7.90%	Instantiation
The average six-month bill was sold with a yield of 8.04%, up from 7.90%	The average three-month issue rose to 8.05% from 7.77%	List
Typically, banks offer CD yields higher than those on Treasury bills, which are considered the safest short-term investments	banks need a competitive edge to sell their products	Cause
Most yields on short-term jumbo CDs also moved in the opposite direction of Treasury bill yields	The average six-month yield on a jumbo CD was at 7.90%, down from 7.93%	Instantiation
The average six-month yield on a jumbo CD was at 7.90%, down from 7.93%	Banxquote said	Contrast
For longer-term CDs, yields were up	The average two-year and five-year jumbos were up 0.02 of a percentage point to 7.91% and 7.96%, respectively	Instantiation
Among the major banks surveyed by Banxquote in six regions of the country, 8.33% is the highest yield available	It is offered by the flagship banks of New York's Manufacturers Hanover Corp. in the one-year maturity only	Restatement
It is offered by the flagship banks of New York's Manufacturers Hanover Corp. in the one-year maturity only	The yield is offered across a range of maturities at San Francisco's BankAmerica Corp. and Wells Fargo & Co	Conjunction
The yield is offered across a range of maturities at San Francisco's BankAmerica Corp. and Wells Fargo & Co	Just two weeks ago, BankAmerica's yields in many of those maturities was 8.61%	Contrast
Still, on average, the major California banks have the highest yields on CDs, according to Banxquote	according to Banxquote	Cause
But as the French embody a Zen-like state of blase when it comes to athletics (try finding a Nautilus machine in Paris), my fellow conventioners were having none of it	The diners at my table simply lit more Gauloises and scoffed at the suggestion of interrupting a perfectly good Saturday morning to go golfing or even montgolfing (ballooning to you; the brothers Montgolfier, French of course, were the world's first hot-air balloonists	Alternative
As in: "You went ballooning??!! In France	Americans have followed Malcolm Forbes's hot-air lead and taken to ballooning in a heady way	Cause
Americans it seems have followed Malcolm Forbes's hot-air lead and taken to ballooning in a heady way	During the past 25 years, the number of balloonists (those who have passed a Federal Aviation Authority lighter-than-air test) have swelled from a couple hundred to several thousand, with some estimates running as high as 10,000	Cause
During the past 25 years, the number of balloonists (those who have passed a Federal Aviation Authority lighter-than-air test) have swelled from a couple hundred to several thousand, with some estimates running as high as 10,000	Some 30 balloon shows are held annually in the U.S., including the world's largest convocation of ersatz Phineas Foggs -- the nine-day Albuquerque International Balloon Fiesta that attracts some 800,000 enthusiasts and more than 500 balloons, some of which are fetchingly shaped to resemble Carmen Miranda, Garfield or a 12-story-high condom	Conjunction
or a 12-story-high condom	The condom balloon was denied official entry status this year	Concession
But in Epinal, a gray 16th-century river town adjacent to France's Vosges mountain region, none of these Yankee-come-lately enthusiasms for things aloft was evident	Ballooning at the de rigueur hour of 6 a.m. held all the attraction for most people of sunrise root-canal work	Restatement
Ballooning at the de rigueur hour of 6 a.m. held all the attraction for most people of sunrise root-canal work	Feeling the naggings of a culture imperative, I promptly signed up	Contrast
I'm not referring to the traditional champagne drenching during the back-on-terra-firma toast	I'm talking about landing in a canal	Restatement
I'm talking about landing in a canal	In a porous wicker basket	List
I'm talking about landing in a canal.
In a porous wicker basket	With a pilot who speaks no English	List
In between came lots of coffee drinking while watching the balloons inflate and lots of standing around deciding who would fly in what balloon and in what order (the baskets hold no more than four passengers	When it wasn't my turn in the balloon I followed its progress from the "chase car," listening to the driver holler into a walkie-talkie	Conjunction
When it wasn't my turn in the balloon I followed its progress from the "chase car," listening to the driver holler into a walkie-talkie	After long stretches of this attendant ground activity came 20 or so lovely minutes of drifting above the Vosges watching the silver mists rise off the river and the French cows amble about the fields	Asynchronous
After long stretches of this attendant ground activity came 20 or so lovely minutes of drifting above the Vosges watching the silver mists rise off the river and the French cows amble about the fields	It's hard not to feel that God's in his heaven with this kind of bird's-eye view of the world, even if your pilote in silly plaid beret kept pointing out how "belle" it all was	Conjunction
No wonder	We were coming down straight into their canal	Cause
We were coming down straight into their canal	See, the other rule of thumb about ballooning is that you can't steer	Cause
that you can't steer.
And neither can your pilot	You can go only up or down and ride the air currents	Restatement
and most average a leisurely 5-10 miles an hour	When the balloon is cruising along at a steady altitude there is little sense of motion	Cause
When the balloon is cruising along at a steady altitude there is little sense of motion	Only when one is ascending -- or in our case descending a tad trop rapidement -- does one feel, well, airborne in a picnic basket	Contrast
What's he doing?" hissed my companion, who was the only other English-speaking member of the convention and whose knuckles were white	Attention," yelled our pilot as our basket plunged into the canal	Asynchronous
Attention," yelled our pilot as our basket plunged into the canal	You bet attention," I yelled back, leaping atop the propane tanks, "I'm wearing alligator loafers	Asynchronous
You bet attention," I yelled back, leaping atop the propane tanks, "I'm wearing alligator loafers	Our pilot simply laughed, fired up the burner and with another blast of flame lifted us, oh, a good 12-inches above the water level	Asynchronous
